ዴንጋ | 5.18322182405577
መጣፍ | 1.5587309591479765
ቅዱስ | 1.3758669019981662
ቐነበን | 5.768184324776926
እግዘር | 0.13882770469731673
ንም | 0.013296822613457873
ፈጥር | 6.768184324776926
ሟን | 1.5587309591479765
ኸለቀንደ | 6.768184324776926
የጔ | 3.4462562298895643
ቅድሱ | 6.768184324776926
የሰብ | 0.5393656342810456
ፌንሸ | 6.768184324776926
መምር | 1.153474480661718
ቖነሺ | 6.768184324776926
ኽማ | 4.446256229889564
ዩድ | 2.680721483526587
ተጌፍ | 6.768184324776926
ዘበር | 1.308752706139629
ይፍት | 0.3931448934300015
ወተራቸ | 6.768184324776926
ኸለቆንም | 6.768184324776926
ሽመ | 2.2446223687199134
አዳ | 5.18322182405577
ጠና | 2.8612937291684077
ያዳ | 6.768184324776926
ባርዳ | 6.768184324776926
አፈር | 1.8612937291684077
ኸለቅ | 6.768184324776926
ግዜር | 6.768184324776926
ባዳ | 6.768184324776926
ለብስ | 3.9608294027193223
ረፍስወ | 6.768184324776926
አያ | 3.9608294027193223
ኽረ | 6.768184324776926
ኤደን | 5.768184324776926
ቢውሪ | 3.4462562298895643
መርክ | 3.0677446066358343
መዝረ | 6.768184324776926
ደኔ | 2.680721483526587
ገገ | 1.6389013078319599
ነከበ | 3.598259323334614
ህልቆተ | 6.768184324776926
ወግ | 0.8374469872140401
ቢያትየፓ | 6.768184324776926
ተሜ | 5.768184324776926
ቖማመጠ | 6.768184324776926
አለመ | 6.768184324776926
ኽለቀ | 6.768184324776926
አጋ | 4.768184324776926
ባጋ | 3.4462562298895643
አና | 3.7681843247769264
መደር | 2.7681843247769264
ቆቶ | 5.768184324776926
ወሄ | 5.18322182405577
ያፉ | 6.768184324776926
ሽትነት | 5.18322182405577
ያነን | 1.5202568113333408
አቨቫ | 6.768184324776926
ጌፍ | 4.18322182405577
እጨ | 5.768184324776926
ቦገን | 6.768184324776926
በባር | 6.768184324776926
ቋርሳ | 5.768184324776926
አፉ | 3.9608294027193223
ስቁር | 6.768184324776926
ዣንር | 6.768184324776926
ዥፓፐር | 6.768184324776926
ባር | 1.8612937291684077
አዊ | 4.18322182405577
ትሸም | 6.768184324776926
አገንብ | 6.768184324776926
ሸከተ | 3.9608294027193223
በጪግ | 6.768184324776926
እንም | 4.768184324776926
አወተራቸ | 3.9608294027193223
ሟኝ | 6.768184324776926
ኽልቆተ | 6.768184324776926
ተጔ | 3.598259323334614
ንጎድ | 5.18322182405577
አርት | 2.680721483526587
አነፐረ | 3.0677446066358343
ጬት | 2.375866901998166
ጠን | 1.9102033296493544
ኤነ | 1.153474480661718
አቕንይ | 6.768184324776926
ራመ | 6.768184324776926
ነገ | 4.18322182405577
ኤኽር | 3.9608294027193223
ዬነን | 5.18322182405577
ብቻ | 6.768184324776926
ባነ | 0.13882770469731673
ተኽ | 0.5202568113333408
አንቕ | 6.768184324776926
ርምጃ | 6.768184324776926
ወሰደ | 2.2446223687199134
ፍትኽ | 6.768184324776926
ሰሜ | 2.598259323334614
ደር | 4.446256229889564
ፈጠረ | 3.7681843247769264
ድርም | 5.768184324776926
አትም | 1.3419195700748285
ኼነባ | 6.768184324776926
ጠነማ | 4.446256229889564
ውቅያኖስ | 6.768184324776926
ፎር | 3.9608294027193223
